"Município";"Poliomielite";"Poliomielite 4 anos";" Total"
"430005 AGUA SANTA";"108,89";"79,07";"94,32"
"430010 AGUDO";"96,00";"72,88";"83,49"
"430020 AJURICABA";"121,67";"70,83";"93,94"
"430030 ALECRIM";"72,88";"111,11";"91,15"
"430040 ALEGRETE";"77,14";"66,13";"71,67"
"430045 ALEGRIA";"115,79";"114,63";"115,19"
"430047 ALMIRANTE TAMANDARE DO SUL";"88,00";"135,29";"107,14"
"430050 ALPESTRE";"88,57";"96,20";"92,62"
"430055 ALTO ALEGRE";"69,23";"81,25";"75,86"
"430057 ALTO FELIZ";"103,85";"103,85";"103,85"
"430060 ALVORADA";"83,82";"58,51";"71,79"
"430063 AMARAL FERRADOR";"131,25";"22,55";"57,33"
"430064 AMETISTA DO SUL";"107,79";"93,20";"99,44"
"430066 ANDRE DA ROCHA";"150,00";"35,71";"70,00"
"430070 ANTA GORDA";"96,43";"94,64";"95,54"
"430080 ANTONIO PRADO";"77,60";"104,96";"91,06"
"430085 ARAMBARE";"73,17";"36,36";"54,12"
"430087 ARARICA";"82,95";"62,69";"74,19"
"430090 ARATIBA";"80,39";"122,45";"101,00"
"430100 ARROIO DO MEIO";"105,56";"132,09";"117,34"
"430105 ARROIO DO SAL";"94,92";"104,85";"99,55"
"430107 ARROIO DO PADRE";"100,00";"110,71";"106,12"
"430110 ARROIO DOS RATOS";"82,84";"93,79";"88,18"
"430120 ARROIO DO TIGRE";"71,60";"83,54";"77,61"
"430130 ARROIO GRANDE";"75,00";"69,66";"72,25"
"430140 ARVOREZINHA";"97,37";"96,52";"96,94"
"430150 AUGUSTO PESTANA";"105,26";"103,45";"104,48"
"430155 AUREA";"104,35";"80,00";"89,66"
"430160 BAGE";"86,31";"80,81";"83,65"
"430163 BALNEARIO PINHAL";"90,20";"87,26";"88,71"
"430165 BARAO";"129,41";"116,67";"122,52"
"430170 BARAO DE COTEGIPE";"129,03";"107,35";"117,69"
"430175 BARAO DO TRIUNFO";"72,60";"40,38";"53,67"
"430180 BARRACAO";"119,57";"94,92";"105,71"
"430185 BARRA DO GUARITA";"86,54";"109,30";"96,84"
"430187 BARRA DO QUARAI";"13,21";"18,46";"16,10"
"430190 BARRA DO RIBEIRO";"89,57";"93,53";"91,59"
"430192 BARRA DO RIO AZUL";"61,54";"66,67";"64,29"
"430195 BARRA FUNDA";"88,89";"119,05";"100,00"
"430200 BARROS CASSAL";"107,69";"78,92";"90,00"
"430205 BENJAMIN CONSTANT DO SUL";"65,00";"81,82";"72,60"
"430210 BENTO GONCALVES";"87,67";"120,96";"101,72"
"430215 BOA VISTA DAS MISSOES";"105,00";"95,83";"100,00"
"430220 BOA VISTA DO BURICA";"85,06";"141,27";"108,67"
"430222 BOA VISTA DO CADEADO";"104,17";"75,86";"88,68"
"430223 BOA VISTA DO INCRA";"89,13";"132,26";"106,49"
"430225 BOA VISTA DO SUL";"150,00";"112,50";"126,32"
"430230 BOM JESUS";"106,67";"100,00";"103,28"
"430235 BOM PRINCIPIO";"85,80";"103,50";"93,91"
"430237 BOM PROGRESSO";"61,54";"150,00";"91,53"
"430240 BOM RETIRO DO SUL";"87,92";"120,59";"103,51"
"430245 BOQUEIRAO DO LEAO";"128,12";"62,50";"87,50"
"430250 BOSSOROCA";"118,52";"31,33";"65,69"
"430258 BOZANO";"90,91";"112,00";"102,13"
"430260 BRAGA";"93,48";"64,15";"77,78"
"430265 BROCHIER";"62,00";"78,26";"69,79"
"430270 BUTIA";"91,36";"76,00";"83,20"
"430280 CACAPAVA DO SUL";"104,64";"78,57";"91,16"
"430290 CACEQUI";"89,80";"60,23";"71,00"
"430300 CACHOEIRA DO SUL";"88,47";"85,31";"86,89"
"430310 CACHOEIRINHA";"74,87";"108,89";"89,94"
"430320 CACIQUE DOBLE";"91,49";"52,94";"68,70"
"430330 CAIBATE";"76,12";"68,75";"73,04"
"430340 CAICARA";"85,19";"87,27";"86,24"
"430350 CAMAQUA";"94,78";"82,12";"88,40"
"430355 CAMARGO";"91,43";"65,62";"79,10"
"430360 CAMBARA DO SUL";"157,78";"63,73";"92,52"
"430367 CAMPESTRE DA SERRA";"104,00";"74,29";"86,67"
"430370 CAMPINA DAS MISSOES";"89,80";"139,13";"113,68"
"430380 CAMPINAS DO SUL";"109,43";"80,70";"94,55"
"430390 CAMPO BOM";"81,64";"95,33";"87,75"
"430400 CAMPO NOVO";"71,76";"91,23";"79,58"
"430410 CAMPOS BORGES";"59,65";"95,00";"74,23"
"430420 CANDELARIA";"95,65";"77,63";"86,00"
"430430 CANDIDO GODOI";"103,23";"120,97";"112,10"
"430435 CANDIOTA";"46,72";"29,08";"37,77"
"430440 CANELA";"94,60";"90,97";"92,87"
"430450 CANGUCU";"78,97";"67,22";"72,72"
"430460 CANOAS";"77,10";"81,65";"79,23"
"430461 CANUDOS DO VALE";"136,36";"120,00";"126,92"
"430462 CAPAO BONITO DO SUL";"88,89";"63,64";"75,00"
"430463 CAPAO DA CANOA";"84,25";"95,38";"88,84"
"430465 CAPAO DO CIPO";"121,43";"68,18";"88,89"
"430466 CAPAO DO LEAO";"30,26";"22,95";"26,68"
"430467 CAPIVARI DO SUL";"113,46";"102,08";"108,00"
"430468 CAPELA DE SANTANA";"88,19";"74,12";"80,13"
"430469 CAPITAO";"117,86";"110,00";"113,79"
"430470 CARAZINHO";"81,04";"96,33";"88,33"
"430471 CARAA";"122,22";"60,92";"84,40"
"430480 CARLOS BARBOSA";"120,60";"120,08";"120,35"
"430485 CARLOS GOMES";"92,86";"75,00";"83,33"
"430490 CASCA";"74,36";"88,46";"80,00"
"430495 CASEIROS";"110,81";"125,71";"118,06"
"430500 CATUIPE";"96,43";"82,29";"88,89"
"430510 CAXIAS DO SUL";"95,96";"125,79";"110,28"
"430511 CENTENARIO";"91,67";"66,67";"77,78"
"430512 CERRITO";"76,00";"54,17";"63,11"
"430513 CERRO BRANCO";"48,84";"51,85";"50,52"
"430515 CERRO GRANDE";"72,73";"78,57";"75,41"
"430517 CERRO GRANDE DO SUL";"99,21";"65,52";"79,73"
"430520 CERRO LARGO";"103,33";"102,05";"102,70"
"430530 CHAPADA";"166,18";"116,28";"138,31"
"430535 CHARQUEADAS";"99,18";"90,09";"94,26"
"430537 CHARRUA";"34,48";"22,81";"26,74"
"430540 CHIAPETTA";"61,02";"89,80";"74,07"
"430543 CHUI";"85,71";"28,71";"45,45"
"430544 CHUVISCA";"81,63";"49,38";"61,54"
"430545 CIDREIRA";"54,23";"32,32";"44,38"
"430550 CIRIACO";"80,00";"56,25";"67,74"
"430558 COLINAS";"56,67";"95,00";"72,00"
"430560 COLORADO";"93,55";"81,82";"87,50"
"430570 CONDOR";"89,02";"98,90";"94,22"
"430580 CONSTANTINA";"103,20";"113,27";"107,98"
"430583 COQUEIRO BAIXO";"185,71";"55,56";"112,50"
"430585 COQUEIROS DO SUL";"88,89";"126,32";"104,35"
"430587 CORONEL BARROS";"70,27";"112,50";"86,89"
"430590 CORONEL BICACO";"107,78";"86,27";"96,35"
"430593 CORONEL PILAR";"100,00";"87,50";"92,86"
"430595 COTIPORA";"132,14";"125,00";"128,57"
"430597 COXILHA";"80,00";"170,59";"118,99"
"430600 CRISSIUMAL";"95,49";"78,95";"86,67"
"430605 CRISTAL";"101,22";"73,68";"86,44"
"430607 CRISTAL DO SUL";"126,67";"51,35";"85,07"
"430610 CRUZ ALTA";"101,62";"106,73";"104,04"
"430613 CRUZALTENSE";"63,64";"80,00";"74,19"
"430620 CRUZEIRO DO SUL";"95,28";"52,80";"72,29"
"430630 DAVID CANABARRO";"91,89";"28,26";"56,63"
"430632 DERRUBADAS";"81,08";"110,26";"96,05"
"430635 DEZESSEIS DE NOVEMBRO";"55,56";"100,00";"78,95"
"430637 DILERMANDO DE AGUIAR";"83,33";"93,94";"89,47"
"430640 DOIS IRMAOS";"89,90";"93,22";"91,43"
"430642 DOIS IRMAOS DAS MISSOES";"94,12";"84,62";"90,00"
"430645 DOIS LAJEADOS";"139,13";"66,67";"98,11"
"430650 DOM FELICIANO";"95,33";"62,96";"76,23"
"430655 DOM PEDRO DE ALCANTARA";"109,52";"156,00";"134,78"
"430660 DOM PEDRITO";"98,07";"78,36";"87,31"
"430670 DONA FRANCISCA";"124,00";"56,25";"85,96"
"430673 DOUTOR MAURICIO CARDOSO";"75,51";"75,00";"75,27"
"430675 DOUTOR RICARDO";"70,00";"171,43";"111,76"
"430676 ELDORADO DO SUL";"92,47";"108,83";"100,36"
"430680 ENCANTADO";"88,70";"103,32";"94,83"
"430690 ENCRUZILHADA DO SUL";"94,33";"81,79";"87,62"
"430692 ENGENHO VELHO";"86,36";"85,00";"85,71"
"430693 ENTRE-IJUIS";"96,91";"108,42";"102,60"
"430695 ENTRE RIOS DO SUL";"112,12";"85,29";"98,51"
"430697 EREBANGO";"95,65";"125,00";"108,54"
"430700 ERECHIM";"96,49";"120,49";"107,30"
"430705 ERNESTINA";"63,64";"105,56";"85,51"
"430710 HERVAL";"5,71";"1,14";"3,16"
"430720 ERVAL GRANDE";"111,29";"107,41";"109,48"
"430730 ERVAL SECO";"100,00";"85,29";"91,80"
"430740 ESMERALDA";"100,00";"43,48";"66,23"
"430745 ESPERANCA DO SUL";"94,44";"121,21";"107,25"
"430750 ESPUMOSO";"85,28";"101,59";"93,26"
"430755 ESTACAO";"94,44";"104,62";"99,27"
"430760 ESTANCIA VELHA";"80,15";"87,99";"83,70"
"430770 ESTEIO";"75,86";"75,72";"75,79"
"430780 ESTRELA";"78,44";"117,39";"95,35"
"430781 ESTRELA VELHA";"97,22";"100,00";"98,86"
"430783 EUGENIO DE CASTRO";"117,86";"92,86";"105,36"
"430786 FAGUNDES VARELA";"100,00";"100,00";"100,00"
"430790 FARROUPILHA";"116,82";"150,07";"131,69"
"430800 FAXINAL DO SOTURNO";"116,07";"110,45";"113,01"
"430805 FAXINALZINHO";"96,15";"79,41";"86,67"
"430807 FAZENDA VILANOVA";"84,91";"122,45";"102,94"
"430810 FELIZ";"96,00";"99,21";"97,46"
"430820 FLORES DA CUNHA";"93,40";"108,85";"100,29"
"430825 FLORIANO PEIXOTO";"82,35";"83,33";"82,76"
"430830 FONTOURA XAVIER";"122,47";"72,03";"91,38"
"430840 FORMIGUEIRO";"107,25";"94,59";"100,70"
"430843 FORQUETINHA";"94,44";"82,35";"88,57"
"430845 FORTALEZA DOS VALOS";"85,11";"124,00";"105,15"
"430850 FREDERICO WESTPHALEN";"96,48";"118,21";"106,41"
"430860 GARIBALDI";"89,00";"156,05";"118,49"
"430865 GARRUCHOS";"87,50";"60,98";"70,77"
"430870 GAURAMA";"80,00";"41,82";"60,00"
"430880 GENERAL CAMARA";"93,33";"73,12";"83,06"
"430885 GENTIL";"53,85";"63,64";"58,33"
"430890 GETULIO VARGAS";"82,47";"81,40";"81,97"
"430900 GIRUA";"98,95";"102,58";"100,78"
"430905 GLORINHA";"90,29";"122,37";"103,91"
"430910 GRAMADO";"84,38";"123,28";"100,00"
"430912 GRAMADO DOS LOUREIROS";"100,00";"71,43";"84,00"
"430915 GRAMADO XAVIER";"112,20";"64,18";"82,41"
"430920 GRAVATAI";"80,99";"77,58";"79,29"
"430925 GUABIJU";"82,35";"120,00";"96,30"
"430930 GUAIBA";"79,13";"74,02";"76,65"
"430940 GUAPORE";"88,75";"114,58";"99,82"
"430950 GUARANI DAS MISSOES";"84,62";"73,49";"78,88"
"430955 HARMONIA";"108,89";"135,42";"122,58"
"430957 HERVEIRAS";"120,00";"88,10";"101,39"
"430960 HORIZONTINA";"83,15";"116,99";"97,89"
"430965 HULHA NEGRA";"73,91";"73,08";"73,47"
"430970 HUMAITA";"64,71";"107,69";"86,41"
"430975 IBARAMA";"111,11";"60,61";"78,43"
"430980 IBIACA";"100,00";"102,04";"101,20"
"430990 IBIRAIARAS";"88,16";"86,90";"87,50"
"430995 IBIRAPUITA";"123,68";"89,80";"104,60"
"431000 IBIRUBA";"74,73";"118,78";"93,88"
"431010 IGREJINHA";"76,64";"99,08";"86,90"
"431020 IJUI";"94,48";"101,31";"97,49"
"431030 ILOPOLIS";"85,19";"118,18";"100,00"
"431033 IMBE";"95,27";"98,02";"96,53"
"431036 IMIGRANTE";"90,91";"54,84";"69,81"
"431040 INDEPENDENCIA";"60,76";"73,91";"66,89"
"431041 INHACORA";"113,64";"80,77";"95,83"
"431043 IPE";"140,38";"140,38";"140,38"
"431046 IPIRANGA DO SUL";"141,67";"56,25";"92,86"
"431050 IRAI";"100,00";"100,95";"100,51"
"431053 ITAARA";"112,28";"139,68";"126,67"
"431055 ITACURUBI";"112,50";"64,44";"81,16"
"431057 ITAPUCA";"90,48";"89,29";"89,80"
"431060 ITAQUI";"72,23";"47,89";"60,13"
"431065 ITATI";"100,00";"90,32";"94,44"
"431070 ITATIBA DO SUL";"140,74";"107,89";"121,54"
"431075 IVORA";"133,33";"55,00";"84,38"
"431080 IVOTI";"79,70";"98,35";"88,52"
"431085 JABOTICABA";"109,09";"153,19";"135,00"
"431087 JACUIZINHO";"116,67";"54,84";"77,55"
"431090 JACUTINGA";"93,10";"96,67";"94,92"
"431100 JAGUARAO";"69,23";"49,30";"58,82"
"431110 JAGUARI";"84,71";"84,54";"84,62"
"431112 JAQUIRANA";"138,10";"92,31";"110,28"
"431113 JARI";"111,43";"111,43";"111,43"
"431115 JOIA";"131,94";"73,50";"95,77"
"431120 JULIO DE CASTILHOS";"97,51";"81,60";"89,41"
"431123 LAGOA BONITA DO SUL";"103,70";"100,00";"101,59"
"431125 LAGOAO";"77,27";"55,06";"64,52"
"431127 LAGOA DOS TRES CANTOS";"75,00";"120,00";"100,00"
"431130 LAGOA VERMELHA";"87,56";"102,66";"94,54"
"431140 LAJEADO";"102,97";"145,68";"120,23"
"431142 LAJEADO DO BUGRE";"64,29";"55,88";"59,68"
"431150 LAVRAS DO SUL";"76,39";"51,00";"61,63"
"431160 LIBERATO SALZANO";"88,00";"71,83";"80,14"
"431162 LINDOLFO COLLOR";"120,00";"102,38";"110,69"
"431164 LINHA NOVA";"128,57";"76,47";"91,67"
"431170 MACHADINHO";"92,31";"105,80";"98,64"
"431171 MACAMBARA";"65,96";"56,14";"60,58"
"431173 MAMPITUBA";"203,03";"169,05";"184,00"
"431175 MANOEL VIANA";"87,50";"93,02";"90,51"
"431177 MAQUINE";"60,81";"66,67";"63,82"
"431179 MARATA";"115,00";"139,13";"127,91"
"431180 MARAU";"92,67";"100,88";"96,46"
"431190 MARCELINO RAMOS";"82,93";"110,87";"97,70"
"431198 MARIANA PIMENTEL";"123,53";"107,69";"115,07"
"431200 MARIANO MORO";"112,50";"71,43";"82,76"
"431205 MARQUES DE SOUZA";"110,71";"121,62";"116,92"
"431210 MATA";"97,73";"70,00";"82,98"
"431213 MATO CASTELHANO";"124,00";"89,29";"105,66"
"431215 MATO LEITAO";"83,67";"145,24";"112,09"
"431217 MATO QUEIMADO";"146,67";"115,79";"129,41"
"431220 MAXIMILIANO DE ALMEIDA";"100,00";"106,52";"103,19"
"431225 MINAS DO LEAO";"62,11";"47,66";"54,46"
"431230 MIRAGUAI";"87,93";"83,05";"85,47"
"431235 MONTAURI";"88,24";"172,73";"121,43"
"431237 MONTE ALEGRE DOS CAMPOS";"76,92";"34,15";"55,00"
"431238 MONTE BELO DO SUL";"192,31";"90,91";"128,57"
"431240 MONTENEGRO";"84,31";"98,41";"90,47"
"431242 MORMACO";"61,76";"84,21";"73,61"
"431244 MORRINHOS DO SUL";"130,30";"60,71";"98,36"
"431245 MORRO REDONDO";"29,31";"19,67";"24,37"
"431247 MORRO REUTER";"93,22";"103,77";"98,21"
"431250 MOSTARDAS";"97,84";"69,03";"82,65"
"431260 MUCUM";"85,96";"108,00";"96,26"
"431261 MUITOS CAPOES";"71,43";"80,49";"75,90"
"431262 MULITERNO";"75,00";"110,53";"88,24"
"431265 NAO-ME-TOQUE";"84,00";"108,62";"94,10"
"431267 NICOLAU VERGUEIRO";"100,00";"136,84";"118,42"
"431270 NONOAI";"84,21";"91,28";"87,32"
"431275 NOVA ALVORADA";"143,75";"68,89";"100,00"
"431280 NOVA ARACA";"88,71";"213,89";"134,69"
"431290 NOVA BASSANO";"101,14";"88,89";"94,94"
"431295 NOVA BOA VISTA";"125,00";"193,33";"154,29"
"431300 NOVA BRESCIA";"113,79";"135,71";"124,56"
"431301 NOVA CANDELARIA";"130,30";"117,39";"125,00"
"431303 NOVA ESPERANCA DO SUL";"88,46";"106,25";"97,00"
"431306 NOVA HARTZ";"77,82";"45,96";"61,07"
"431308 NOVA PADUA";"164,71";"68,18";"110,26"
"431310 NOVA PALMA";"67,16";"93,24";"80,85"
"431320 NOVA PETROPOLIS";"82,40";"116,83";"97,23"
"431330 NOVA PRATA";"114,01";"108,66";"111,62"
"431333 NOVA RAMADA";"70,37";"96,00";"82,69"
"431335 NOVA ROMA DO SUL";"85,19";"61,76";"72,13"
"431337 NOVA SANTA RITA";"81,14";"83,69";"82,39"
"431339 NOVO CABRAIS";"94,74";"91,67";"93,24"
"431340 NOVO HAMBURGO";"86,83";"88,69";"87,73"
"431342 NOVO MACHADO";"96,15";"54,29";"72,13"
"431344 NOVO TIRADENTES";"73,08";"84,62";"78,85"
"431346 NOVO XINGU";"41,18";"155,56";"100,00"
"431349 NOVO BARREIRO";"138,46";"170,21";"153,54"
"431350 OSORIO";"91,26";"101,90";"96,15"
"431360 PAIM FILHO";"93,10";"59,09";"72,60"
"431365 PALMARES DO SUL";"76,19";"78,86";"77,41"
"431370 PALMEIRA DAS MISSOES";"75,10";"86,56";"80,41"
"431380 PALMITINHO";"82,80";"125,93";"102,87"
"431390 PANAMBI";"81,20";"107,07";"92,21"
"431395 PANTANO GRANDE";"95,24";"67,72";"81,42"
"431400 PARAI";"96,10";"89,55";"93,06"
"431402 PARAISO DO SUL";"108,62";"78,05";"90,71"
"431403 PARECI NOVO";"69,57";"134,29";"97,53"
"431405 PAROBE";"94,05";"88,97";"91,54"
"431406 PASSA SETE";"100,00";"70,59";"82,30"
"431407 PASSO DO SOBRADO";"119,61";"36,76";"72,27"
"431410 PASSO FUNDO";"88,35";"98,55";"92,92"
"431413 PAULO BENTO";"72,73";"83,33";"77,50"
"431415 PAVERAMA";"141,54";"126,67";"132,90"
"431417 PEDRAS ALTAS";"84,21";"28,12";"49,02"
"431420 PEDRO OSORIO";"66,29";"47,92";"56,76"
"431430 PEJUCARA";"138,24";"68,89";"98,73"
"431440 PELOTAS";"74,95";"57,34";"66,84"
"431442 PICADA CAFE";"87,04";"96,23";"91,59"
"431445 PINHAL";"112,82";"136,67";"123,19"
"431446 PINHAL DA SERRA";"105,88";"110,71";"108,89"
"431447 PINHAL GRANDE";"59,57";"55,10";"57,29"
"431449 PINHEIRINHO DO VALE";"84,62";"76,67";"80,36"
"431450 PINHEIRO MACHADO";"78,86";"51,03";"63,81"
"431454 PINTO BANDEIRA";"72,41";"0";"103,45"
"431455 PIRAPO";"137,50";"45,83";"82,50"
"431460 PIRATINI";"66,34";"65,80";"66,05"
"431470 PLANALTO";"87,84";"100,82";"93,70"
"431475 POCO DAS ANTAS";"192,86";"112,50";"150,00"
"431477 PONTAO";"102,50";"41,30";"69,77"
"431478 PONTE PRETA";"76,19";"113,33";"91,67"
"431480 PORTAO";"99,75";"85,97";"92,46"
"431490 PORTO ALEGRE";"76,86";"78,21";"77,48"
"431500 PORTO LUCENA";"81,08";"48,89";"63,41"
"431505 PORTO MAUA";"233,33";"80,95";"126,67"
"431507 PORTO VERA CRUZ";"123,08";"88,89";"103,23"
"431510 PORTO XAVIER";"104,39";"100,81";"102,53"
"431513 POUSO NOVO";"95,24";"100,00";"97,37"
"431514 PRESIDENTE LUCENA";"92,11";"114,81";"101,54"
"431515 PROGRESSO";"108,33";"62,69";"81,74"
"431517 PROTASIO ALVES";"45,83";"111,76";"73,17"
"431520 PUTINGA";"86,49";"71,79";"78,95"
"431530 QUARAI";"51,23";"23,84";"37,56"
"431531 QUATRO IRMAOS";"106,25";"50,00";"72,50"
"431532 QUEVEDOS";"45,45";"64,52";"56,60"
"431535 QUINZE DE NOVEMBRO";"95,12";"90,48";"92,77"
"431540 REDENTORA";"81,52";"58,90";"68,81"
"431545 RELVADO";"92,31";"68,42";"78,12"
"431550 RESTINGA SECA";"96,86";"71,34";"84,18"
"431555 RIO DOS INDIOS";"77,42";"45,45";"60,94"
"431560 RIO GRANDE";"76,05";"77,62";"76,78"
"431570 RIO PARDO";"85,57";"75,94";"80,34"
"431575 RIOZINHO";"97,78";"40,00";"67,37"
"431580 ROCA SALES";"128,57";"93,81";"109,95"
"431590 RODEIO BONITO";"86,73";"56,41";"73,30"
"431595 ROLADOR";"160,00";"54,17";"94,87"
"431600 ROLANTE";"99,61";"102,04";"100,80"
"431610 RONDA ALTA";"106,31";"76,98";"90,72"
"431620 RONDINHA";"125,00";"93,88";"107,87"
"431630 ROQUE GONZALES";"72,15";"72,60";"72,37"
"431640 ROSARIO DO SUL";"82,03";"62,91";"71,88"
"431642 SAGRADA FAMILIA";"83,33";"100,00";"92,45"
"431643 SALDANHA MARINHO";"112,50";"120,83";"116,67"
"431645 SALTO DO JACUI";"110,58";"61,49";"79,86"
"431647 SALVADOR DAS MISSOES";"82,14";"145,45";"110,00"
"431650 SALVADOR DO SUL";"102,35";"109,59";"105,70"
"431660 SANANDUVA";"65,22";"88,82";"75,21"
"431670 SANTA BARBARA DO SUL";"103,16";"133,33";"118,32"
"431673 SANTA CECILIA DO SUL";"57,14";"127,78";"84,78"
"431675 SANTA CLARA DO SUL";"110,39";"157,14";"130,08"
"431680 SANTA CRUZ DO SUL";"85,00";"103,88";"93,46"
"431690 SANTA MARIA";"93,67";"97,91";"95,63"
"431695 SANTA MARIA DO HERVAL";"27,59";"26,92";"27,27"
"431697 SANTA MARGARIDA DO SUL";"147,06";"96,15";"116,28"
"431700 SANTANA DA BOA VISTA";"10,94";"6,06";"7,98"
"431710 SANT\'ANA DO LIVRAMENTO";"72,16";"71,07";"71,62"
"431720 SANTA ROSA";"105,54";"127,32";"114,99"
"431725 SANTA TEREZA";"130,00";"113,33";"120,00"
"431730 SANTA VITORIA DO PALMAR";"71,07";"52,59";"61,79"
"431740 SANTIAGO";"80,94";"67,68";"74,38"
"431750 SANTO ANGELO";"86,63";"86,82";"86,72"
"431755 SANTO ANTONIO DO PALMA";"133,33";"104,76";"119,05"
"431760 SANTO ANTONIO DA PATRULHA";"101,33";"107,25";"104,39"
"431770 SANTO ANTONIO DAS MISSOES";"104,59";"19,53";"58,65"
"431775 SANTO ANTONIO DO PLANALTO";"111,76";"63,16";"86,11"
"431780 SANTO AUGUSTO";"87,98";"97,55";"92,49"
"431790 SANTO CRISTO";"102,65";"108,87";"105,45"
"431795 SANTO EXPEDITO DO SUL";"34,48";"100,00";"66,67"
"431800 SAO BORJA";"80,32";"86,88";"83,47"
"431805 SAO DOMINGOS DO SUL";"71,43";"86,21";"78,95"
"431810 SAO FRANCISCO DE ASSIS";"85,39";"72,95";"78,70"
"431820 SAO FRANCISCO DE PAULA";"90,55";"69,48";"79,42"
"431830 SAO GABRIEL";"81,92";"89,28";"85,53"
"431840 SAO JERONIMO";"79,31";"75,00";"77,10"
"431842 SAO JOAO DA URTIGA";"118,92";"100,00";"109,21"
"431843 SAO JOAO DO POLESINE";"75,86";"104,55";"88,24"
"431844 SAO JORGE";"86,36";"82,14";"84,00"
"431845 SAO JOSE DAS MISSOES";"96,15";"71,43";"81,97"
"431846 SAO JOSE DO HERVAL";"100,00";"111,54";"106,38"
"431848 SAO JOSE DO HORTENCIO";"90,48";"97,73";"94,19"
"431849 SAO JOSE DO INHACORA";"51,52";"192,86";"93,62"
"431850 SAO JOSE DO NORTE";"78,16";"76,03";"77,05"
"431860 SAO JOSE DO OURO";"95,18";"87,84";"91,72"
"431861 SAO JOSE DO SUL";"150,00";"144,44";"147,50"
"431862 SAO JOSE DOS AUSENTES";"94,44";"120,45";"106,12"
"431870 SAO LEOPOLDO";"81,28";"78,49";"79,91"
"431880 SAO LOURENCO DO SUL";"66,89";"45,50";"56,26"
"431890 SAO LUIZ GONZAGA";"98,39";"96,66";"97,54"
"431900 SAO MARCOS";"167,44";"154,11";"160,54"
"431910 SAO MARTINHO";"118,52";"121,15";"119,81"
"431912 SAO MARTINHO DA SERRA";"90,62";"78,79";"84,62"
"431915 SAO MIGUEL DAS MISSOES";"65,56";"101,06";"83,70"
"431920 SAO NICOLAU";"84,75";"84,51";"84,62"
"431930 SAO PAULO DAS MISSOES";"115,56";"7,14";"55,45"
"431935 SAO PEDRO DA SERRA";"100,00";"131,58";"115,00"
"431936 SAO PEDRO DAS MISSOES";"76,00";"71,43";"73,58"
"431937 SAO PEDRO DO BUTIA";"103,23";"125,93";"113,79"
"431940 SAO PEDRO DO SUL";"90,20";"88,82";"89,47"
"431950 SAO SEBASTIAO DO CAI";"90,10";"79,85";"85,29"
"431960 SAO SEPE";"91,51";"69,85";"80,61"
"431970 SAO VALENTIM";"96,77";"115,62";"106,35"
"431971 SAO VALENTIM DO SUL";"155,56";"105,56";"122,22"
"431973 SAO VALERIO DO SUL";"83,78";"36,54";"56,18"
"431975 SAO VENDELINO";"90,48";"138,89";"112,82"
"431980 SAO VICENTE DO SUL";"84,78";"106,90";"95,53"
"431990 SAPIRANGA";"67,61";"44,00";"56,49"
"432000 SAPUCAIA DO SUL";"78,06";"62,02";"70,13"
"432010 SARANDI";"83,75";"92,99";"87,99"
"432020 SEBERI";"90,80";"112,10";"99,66"
"432023 SEDE NOVA";"121,88";"89,74";"104,23"
"432026 SEGREDO";"117,19";"79,79";"94,94"
"432030 SELBACH";"90,20";"92,73";"91,51"
"432032 SENADOR SALGADO FILHO";"87,88";"96,00";"91,38"
"432035 SENTINELA DO SUL";"80,77";"64,79";"71,54"
"432040 SERAFINA CORREA";"69,31";"103,98";"85,45"
"432045 SERIO";"41,67";"68,42";"53,49"
"432050 SERTAO";"103,33";"69,84";"86,18"
"432055 SERTAO SANTANA";"97,37";"87,18";"92,21"
"432057 SETE DE SETEMBRO";"76,47";"95,24";"86,84"
"432060 SEVERIANO DE ALMEIDA";"100,00";"105,41";"103,17"
"432065 SILVEIRA MARTINS";"104,55";"80,77";"91,67"
"432067 SINIMBU";"94,44";"73,58";"82,02"
"432070 SOBRADINHO";"87,83";"107,10";"96,93"
"432080 SOLEDADE";"89,33";"81,49";"85,34"
"432085 TABAI";"72,73";"92,86";"81,20"
"432090 TAPEJARA";"98,75";"132,00";"112,48"
"432100 TAPERA";"56,15";"64,96";"60,67"
"432110 TAPES";"60,70";"76,60";"69,27"
"432120 TAQUARA";"81,08";"43,14";"61,45"
"432130 TAQUARI";"94,95";"78,10";"85,58"
"432132 TAQUARUCU DO SUL";"84,21";"88,89";"86,15"
"432135 TAVARES";"112,24";"67,16";"86,21"
"432140 TENENTE PORTELA";"85,12";"92,92";"88,99"
"432143 TERRA DE AREIA";"118,33";"77,55";"95,88"
"432145 TEUTONIA";"104,33";"135,85";"118,42"
"432146 TIO HUGO";"119,35";"82,35";"100,00"
"432147 TIRADENTES DO SUL";"111,76";"71,43";"84,62"
"432149 TOROPI";"59,26";"48,15";"53,70"
"432150 TORRES";"99,64";"100,71";"100,10"
"432160 TRAMANDAI";"66,59";"91,05";"76,92"
"432162 TRAVESSEIRO";"94,12";"27,27";"56,41"
"432163 TRES ARROIOS";"70,00";"61,54";"63,89"
"432166 TRES CACHOEIRAS";"108,46";"100,83";"104,80"
"432170 TRES COROAS";"102,05";"89,13";"95,28"
"432180 TRES DE MAIO";"84,64";"91,63";"87,63"
"432183 TRES FORQUILHAS";"150,00";"121,88";"134,48"
"432185 TRES PALMEIRAS";"76,06";"118,37";"93,33"
